"","X","origin","destination","flows","upper","lower","prob.from.origin","prob.from.destination"
"3262",3262,"CCC_Rural Towns","PVPC_Maturing Suburbs",0,0,0,-99.9998533002591,-99.9996883583865
"3263",3263,"CCC_Rural Towns","PVPC_Regional Urban Centers",NA,NA,NA,-33.0562491968824,-42.7049327326012
"3264",3264,"CCC_Rural Towns","PVPC_Rural Towns",0,0,0,-99.9999244075847,-99.9996568520527
"3265",3265,"CCC_Rural Towns","Quincy_Houghs Neck",0,0,0,-99.9998612351589,-99.9996402721919
"3266",3266,"CCC_Rural Towns","Quincy_North Quincy",0,0,0,-99.9998929668897,-99.9997437814831
"3267",3267,"CCC_Rural Towns","Quincy_Quincy Center",NA,NA,NA,114.579094597132,-51.0150810379455
"3268",3268,"CCC_Rural Towns","Quincy_South Quincy",0,0,0,-99.9999311013578,-99.9996244069551
"3269",3269,"CCC_Rural Towns","Quincy_Wollaston",0,0,0,-99.9998616085533,-99.9996286885586
"3270",3270,"CCC_Rural Towns","Somerville_2143",0,0,0,-99.9999044782571,-99.9998198469764
"3271",3271,"CCC_Rural Towns","Somerville_2144",0,0,0,-99.9999300991477,-99.999643759029
"3272",3272,"CCC_Rural Towns","Somerville_2145",NA,NA,NA,41.8633203074724,-54.194218001831
"3273",3273,"CCC_Rural Towns","Springfield_East Forest Park",NA,NA,NA,227.701294494512,37.1860062912331
"3274",3274,"CCC_Rural Towns","Springfield_Forest Park",0,0,0,-99.9998983992441,-99.9992070210895
"3275",3275,"CCC_Rural Towns","Springfield_Indian Orchard",NA,NA,NA,230.010296315722,11.9574849319091
"3276",3276,"CCC_Rural Towns","Springfield_Liberty Heights",0,0,0,-99.9998614594363,-99.9990045817979
"3277",3277,"CCC_Rural Towns","Springfield_McKnight",NA,NA,NA,57.3353536646845,-32.4060316700937
"3278",3278,"CCC_Rural Towns","Springfield_Pine Point",NA,NA,NA,108.259231306654,-12.2046197432397
"3279",3279,"CCC_Rural Towns","Springfield_Sixteen Acres",0,0,0,-99.9998963480569,-99.9996305503202
"3280",3280,"CCC_Rural Towns","Springfield_South End",NA,NA,NA,133.996357999367,-18.8894333376906
"3281",3281,"CCC_Rural Towns","SRPEDD_Developing Suburbs",NA,NA,NA,-42.1872507575707,-58.9611224657696
"3282",3282,"CCC_Rural Towns","SRPEDD_Maturing Suburbs",NA,NA,NA,50.3092542748593,-25.0351694330298
"3283",3283,"CCC_Rural Towns","SRPEDD_Regional Urban Centers",0,0,0,-99.9999814695577,-99.9997612626125
"3284",3284,"CCC_Rural Towns","SSC_Developing Suburbs",0,0,0,-99.9999497974479,-99.9998240200721
"3285",3285,"CCC_Rural Towns","SSC_Maturing Suburbs",NA,NA,NA,-83.6448096769375,-90.8333996830875
"3286",3286,"CCC_Rural Towns","SWAP_Developing Suburbs",NA,NA,NA,-66.884740994034,-79.1958113041124
"3287",3287,"CCC_Rural Towns","SWAP_Regional Urban Centers",0,0,0,-99.9999189101151,-99.9996788168748
"3288",3288,"CCC_Rural Towns","TRIC_Developing Suburbs",0,0,0,-99.9999532836035,-99.999826308848
"3289",3289,"CCC_Rural Towns","TRIC_Maturing Suburbs",NA,NA,NA,-80.3957849339785,-90.0598241292482
"3290",3290,"CCC_Rural Towns","TRIC_Regional Urban Centers",0,0,0,-99.9999229406133,-99.9997734623396
"3291",3291,"CCC_Rural Towns","Worcester_Burncoat",0,0,0,-99.9999422727931,-99.999574024611
"3292",3292,"CCC_Rural Towns","Worcester_Doherty",NA,NA,NA,-33.3841929309444,-71.7094947316504
"3293",3293,"CCC_Rural Towns","Worcester_North",0,0,0,-99.9999387394237,-99.9995820546821
"3294",3294,"CCC_Rural Towns","Worcester_South",0,0,0,-99.9999302610663,-99.9994654886674
"3295",3295,"Chelsea_Ward 3","Boston_Allston/Brighton",NA,NA,NA,-2.51778548571109,3.97336028829809
"3296",3296,"Chelsea_Ward 3","Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",NA,NA,NA,60.7474536971582,39.8281745503076
"3297",3297,"Chelsea_Ward 3","Boston_Charlestown",NA,NA,NA,129.727392064455,102.591964844684
"3298",3298,"Chelsea_Ward 3","Boston_Dorchester",NA,NA,NA,23.9663400772727,92.9366966134358
"3299",3299,"Chelsea_Ward 3","Boston_East Boston",NA,NA,NA,1082.70675912685,1492.04372347392
"3300",3300,"Chelsea_Ward 3","Boston_Fenway",NA,NA,NA,-5.60377121808369,0.0145793091973045
"3301",3301,"Chelsea_Ward 3","Boston_Hyde Park",NA,NA,NA,-77.2503078630521,-70.8419655989909
"3302",3302,"Chelsea_Ward 3","Boston_Jamaica Plain",NA,NA,NA,-76.222484710777,-75.4570831500814
"3303",3303,"Chelsea_Ward 3","Boston_Mattapan",NA,NA,NA,13.3459296556842,38.6363721096506
"3304",3304,"Chelsea_Ward 3","Boston_Roslindale",0,0,0,-99.9998690751622,-99.9996123097714
"3305",3305,"Chelsea_Ward 3","Boston_Roxbury",NA,NA,NA,115.486955348354,142.835106631206
"3306",3306,"Chelsea_Ward 3","Boston_South Boston",NA,NA,NA,-79.2849914543271,-82.0762950977749
"3307",3307,"Chelsea_Ward 3","Boston_South End",NA,NA,NA,94.0368821905667,69.2685954540533
"3308",3308,"Chelsea_Ward 3","Boston_West Roxbury",NA,NA,NA,-14.2914765495413,-2.38852282801284
"3309",3309,"Chelsea_Ward 3","Brockton_Ward 1",0,0,0,-99.9998127880809,-99.9997740546029
"3310",3310,"Chelsea_Ward 3","Brockton_Ward 2",0,0,0,-99.9996317025917,-99.9996658553429
"3311",3311,"Chelsea_Ward 3","Brockton_Ward 4",NA,NA,NA,-57.597129402479,-48.3065715243983
"3312",3312,"Chelsea_Ward 3","Brockton_Ward 5",NA,NA,NA,-43.6203168758001,-38.0599662673488
"3313",3313,"Chelsea_Ward 3","Brockton_Ward 6",0,0,0,-99.9997628257345,-99.9996911060645
"3314",3314,"Chelsea_Ward 3","Brockton_Ward 7",0,0,0,-99.9997177185934,-99.9997217526763
"3315",3315,"Chelsea_Ward 3","BRPC_Developing Suburbs",0,0,0,-99.999903965342,-99.9993408210842
"3316",3316,"Chelsea_Ward 3","BRPC_Regional Urban Centers",NA,NA,NA,-56.5504984793564,63.8341330654544
"3317",3317,"Chelsea_Ward 3","BRPC_Rural Towns",0,0,0,-99.9998474952093,-99.9996128324432
"3318",3318,"Chelsea_Ward 3","Cambridge_All",NA,NA,NA,-44.750196166032,-23.7916209247071
"3319",3319,"Chelsea_Ward 3","CCC_Developing Suburbs",0,0,0,-99.999842694374,-99.9998496530964
"3320",3320,"Chelsea_Ward 3","CCC_Maturing Suburbs",NA,NA,NA,-88.1464076378627,-59.7841246883215
"3321",3321,"Chelsea_Ward 3","CCC_Rural Towns",0,0,0,-99.9996473864687,-99.9998391373063
"3322",3322,"Chelsea_Ward 3","Chelsea_Ward 3",7392,7585,7189,NA,NA
"3323",3323,"Chelsea_Ward 3","Chelsea_Ward 4",192,225,162,16194.9838912535,16335.197436449
"3324",3324,"Chelsea_Ward 3","CMRPC_Developing Suburbs",NA,NA,NA,-97.6371239654807,-93.9307295802574
"3325",3325,"Chelsea_Ward 3","CMRPC_Regional Urban Centers",0,0,0,-99.9998718001674,-99.9997738910302
"3326",3326,"Chelsea_Ward 3","Everett_All",NA,NA,NA,1227.1565696728,1520.64298813167
"3327",3327,"Chelsea_Ward 3","Fall River_Sector 1",0,0,0,-99.9996677954598,-99.9995484746218
"3328",3328,"Chelsea_Ward 3","Fall River_Sector 2",0,0,0,-99.9997528599754,-99.9996555442836
"3329",3329,"Chelsea_Ward 3","Fall River_Sector 5",0,0,0,-99.9995651408586,-99.9995442951104
"3330",3330,"Chelsea_Ward 3","Fall River_Sector 7",0,0,0,-99.9998060175651,-99.9993656176282
"3331",3331,"Chelsea_Ward 3","Fall River_Sector 8",0,0,0,-99.9996889660185,-99.9996507137552
"3332",3332,"Chelsea_Ward 3","Fall River_Sector 9",0,0,0,-99.9997496179508,-99.9997084870807
"3333",3333,"Chelsea_Ward 3","Framingham_All",NA,NA,NA,-87.1121289221106,-78.387862599998
"3334",3334,"Chelsea_Ward 3","FRCOG_Developing Suburbs",0,0,0,-99.9998964151438,-99.999756811367
"3335",3335,"Chelsea_Ward 3","FRCOG_Rural Towns",0,0,0,-99.9998818611137,-99.9997329902801
"3336",3336,"Chelsea_Ward 3","ICC_Inner Core",157,185,127,257.069383718106,345.586371310076
"3337",3337,"Chelsea_Ward 3","ICC_Maturing Suburbs",NA,NA,NA,220.240054882124,354.532556393712
"3338",3338,"Chelsea_Ward 3","Lawrence_Ward A",NA,NA,NA,-42.4897535058624,-32.6470833996066
"3339",3339,"Chelsea_Ward 3","Lawrence_Ward C",NA,NA,NA,-22.4422002692505,-7.96571659023521
"3340",3340,"Chelsea_Ward 3","Lawrence_Ward D",NA,NA,NA,-46.8536723043479,-34.6892412193769
"3341",3341,"Chelsea_Ward 3","Lawrence_Ward E",NA,NA,NA,-32.9330284256667,-28.9474801248243
"3342",3342,"Chelsea_Ward 3","Lawrence_Ward F",NA,NA,NA,-14.9345626096623,-7.20458313849937
"3343",3343,"Chelsea_Ward 3","Lowell_Acre",0,0,0,-99.999480161163,-99.9994915528903
"3344",3344,"Chelsea_Ward 3","Lowell_Centralville",0,0,0,-99.9997357544495,-99.9996919366793
"3345",3345,"Chelsea_Ward 3","Lowell_Highlands",NA,NA,NA,-52.3817810915998,-43.0449024902451
"3346",3346,"Chelsea_Ward 3","Lowell_Lower Belvidere",0,0,0,-99.9998806843187,-99.9996042681181
"3347",3347,"Chelsea_Ward 3","Lowell_Lower Highlands",NA,NA,NA,147.634709567577,193.313065920297
"3348",3348,"Chelsea_Ward 3","Lowell_Pawtucketville",NA,NA,NA,-42.7144962302007,-29.6312922510781
"3349",3349,"Chelsea_Ward 3","Lynn_Ward 1",NA,NA,NA,284.28763479385,396.359921033072
"3350",3350,"Chelsea_Ward 3","Lynn_Ward 3",NA,NA,NA,718.689005120591,863.561218225802
"3351",3351,"Chelsea_Ward 3","Lynn_Ward 4",NA,NA,NA,699.029419076667,655.026215947067
"3352",3352,"Chelsea_Ward 3","Lynn_Ward 5",NA,NA,NA,918.465787527237,1058.73821720125
"3353",3353,"Chelsea_Ward 3","Lynn_Ward 7",NA,NA,NA,545.166562927203,716.50295486527
"3354",3354,"Chelsea_Ward 3","MAGIC_Developing Suburbs",0,0,0,-99.9999258840167,-99.9998715524899
"3355",3355,"Chelsea_Ward 3","MAGIC_Maturing Suburbs",0,0,0,-99.9999683335524,-99.9998323170116
"3356",3356,"Chelsea_Ward 3","Metrowest_Developing Suburbs",0,0,0,-99.9997471123756,-99.999826801194
"3357",3357,"Chelsea_Ward 3","Metrowest_Maturing Suburbs",NA,NA,NA,-92.3852097589953,-87.4461925838538
"3358",3358,"Chelsea_Ward 3","Metrowest_Regional Urban Centers",NA,NA,NA,-78.0164705586978,-68.1456938571768
"3359",3359,"Chelsea_Ward 3","MRPC_Developing Suburbs",NA,NA,NA,-92.4397632159885,-84.6662277152931
"3360",3360,"Chelsea_Ward 3","MRPC_Regional Urban Centers",NA,NA,NA,-76.1576599448556,-44.7214137433028
"3361",3361,"Chelsea_Ward 3","MRPC_Rural Towns",0,0,0,-99.9997990115041,-99.999662476914
"3362",3362,"Chelsea_Ward 3","MVC_Developing Suburbs",0,0,0,-99.9997933809584,-99.9998705685217
"3363",3363,"Chelsea_Ward 3","MVPC_Developing Suburbs",NA,NA,NA,-78.4154987993442,-59.8715897736059
"3364",3364,"Chelsea_Ward 3","MVPC_Regional Urban Centers",NA,NA,NA,-82.7328466433802,-63.3560241041277
"3365",3365,"Chelsea_Ward 3","New Bedford_Neighborhood 1",0,0,0,-99.9997929513427,-99.9997320640302
"3366",3366,"Chelsea_Ward 3","New Bedford_Neighborhood 2",NA,NA,NA,-45.4993841486718,-31.9549110976161
"3367",3367,"Chelsea_Ward 3","New Bedford_Neighborhood 3",0,0,0,-99.9997619127962,-99.9996920240727
"3368",3368,"Chelsea_Ward 3","New Bedford_Neighborhood 4",0,0,0,-99.9997449193986,-99.9996928879536
"3369",3369,"Chelsea_Ward 3","New Bedford_Neighborhood 5",0,0,0,-99.9997752493847,-99.9996492012233
"3370",3370,"Chelsea_Ward 3","Newton_Ward 2",NA,NA,NA,-69.5108521213487,-68.491357031164
"3371",3371,"Chelsea_Ward 3","Newton_Ward 3",0,0,0,-99.9997355597681,-99.9996914856874
"3372",3372,"Chelsea_Ward 3","Newton_Ward 5",0,0,0,-99.9998139354034,-99.9998012377059
"3373",3373,"Chelsea_Ward 3","Newton_Ward 7",0,0,0,-99.9995034129337,-99.9997575709008
"3374",3374,"Chelsea_Ward 3","Newton_Ward 8",0,0,0,-99.9996392446698,-99.999824273148
"3375",3375,"Chelsea_Ward 3","NMCOG_Developing Suburbs",NA,NA,NA,-89.9675493238965,-78.9238736783983
"3376",3376,"Chelsea_Ward 3","NMCOG_Maturing Suburbs",NA,NA,NA,-46.4118849521763,8.18474845564503
"3377",3377,"Chelsea_Ward 3","NSPC_Maturing Suburbs",NA,NA,NA,-17.1668989192776,45.4430892369377
"3378",3378,"Chelsea_Ward 3","NSPC_Regional Urban Centers",NA,NA,NA,-15.2998791607431,16.3523247133122
"3379",3379,"Chelsea_Ward 3","NSTF_Developing Suburbs",NA,NA,NA,-53.8581628527907,-18.4311009442629
"3380",3380,"Chelsea_Ward 3","NSTF_Maturing Suburbs",NA,NA,NA,43.96442136369,145.009126081987
"3381",3381,"Chelsea_Ward 3","NSTF_Regional Urban Centers",NA,NA,NA,30.6473596345897,174.911240793209
"3382",3382,"Chelsea_Ward 3","OCPC_Developing Suburbs",NA,NA,NA,-83.0770860163295,-68.1304271769031
"3383",3383,"Chelsea_Ward 3","PVPC_Developing Suburbs",0,0,0,-99.9999791715178,-99.999596104757
"3384",3384,"Chelsea_Ward 3","PVPC_Maturing Suburbs",0,0,0,-99.9997441556333,-99.9997570731998
"3385",3385,"Chelsea_Ward 3","PVPC_Regional Urban Centers",NA,NA,NA,-88.368681617681,-66.5125604947217
"3386",3386,"Chelsea_Ward 3","PVPC_Rural Towns",0,0,0,-99.9998681669689,-99.9997325140797
"3387",3387,"Chelsea_Ward 3","Quincy_Houghs Neck",0,0,0,-99.9997579941163,-99.9997195896938
"3388",3388,"Chelsea_Ward 3","Quincy_North Quincy",NA,NA,NA,-58.8298350124588,-55.9652678420591
"3389",3389,"Chelsea_Ward 3","Quincy_Quincy Center",NA,NA,NA,51.6894491115167,14.7447646785027
"3390",3390,"Chelsea_Ward 3","Quincy_South Quincy",NA,NA,NA,-73.4982395315237,-76.2636312108719
"3391",3391,"Chelsea_Ward 3","Quincy_Wollaston",0,0,0,-99.999758645317,-99.9997105601735
"3392",3392,"Chelsea_Ward 3","Somerville_2143",NA,NA,NA,159.251092209273,117.559047139895
"3393",3393,"Chelsea_Ward 3","Somerville_2144",0,0,0,-99.9998780930676,-99.999722308039
"3394",3394,"Chelsea_Ward 3","Somerville_2145",NA,NA,NA,67.586298183285,79.0922279648301
"3395",3395,"Chelsea_Ward 3","Springfield_East Forest Park",0,0,0,-99.9996508130546,-99.9995156415957
"3396",3396,"Chelsea_Ward 3","Springfield_Forest Park",0,0,0,-99.9998228083646,-99.9993818677405
"3397",3397,"Chelsea_Ward 3","Springfield_Indian Orchard",0,0,0,-99.9996483526615,-99.9996045448352
"3398",3398,"Chelsea_Ward 3","Springfield_Liberty Heights",0,0,0,-99.9997583852567,-99.9992240646427
"3399",3399,"Chelsea_Ward 3","Springfield_McKnight",0,0,0,-99.9998323491563,-99.999350507121
"3400",3400,"Chelsea_Ward 3","Springfield_Pine Point",0,0,0,-99.9997780864193,-99.9996897625826
"3401",3401,"Chelsea_Ward 3","Springfield_Sixteen Acres",0,0,0,-99.9998192310893,-99.9997120115456
"3402",3402,"Chelsea_Ward 3","Springfield_South End",NA,NA,NA,-45.0070610437093,-36.7737525051816
"3403",3403,"Chelsea_Ward 3","SRPEDD_Developing Suburbs",NA,NA,NA,-97.3437434733877,-93.605892013893
"3404",3404,"Chelsea_Ward 3","SRPEDD_Maturing Suburbs",0,0,0,-99.9998398359267,-99.9999025279508
"3405",3405,"Chelsea_Ward 3","SRPEDD_Regional Urban Centers",0,0,0,-99.9999676831783,-99.9998139040046
"3406",3406,"Chelsea_Ward 3","SSC_Developing Suburbs",0,0,0,-99.9999124469476,-99.999862822722
"3407",3407,"Chelsea_Ward 3","SSC_Maturing Suburbs",NA,NA,NA,-72.8793432241673,-49.9341182050823
"3408",3408,"Chelsea_Ward 3","SWAP_Developing Suburbs",0,0,0,-99.9999647138274,-99.9999264020079
"3409",3409,"Chelsea_Ward 3","SWAP_Regional Urban Centers",NA,NA,NA,-68.8088840066481,-44.7865980840582
"3410",3410,"Chelsea_Ward 3","TRIC_Developing Suburbs",NA,NA,NA,-82.0306295390545,-70.1580322787613
"3411",3411,"Chelsea_Ward 3","TRIC_Maturing Suburbs",NA,NA,NA,-76.8414017308312,-61.2312247416837
"3412",3412,"Chelsea_Ward 3","TRIC_Regional Urban Centers",0,0,0,-99.9998656085676,-99.999823412501
"3413",3413,"Chelsea_Ward 3","Worcester_Burncoat",NA,NA,NA,-77.795326684135,-73.0777255761017
"3414",3414,"Chelsea_Ward 3","Worcester_Doherty",0,0,0,-99.9999290167927,-99.9997279820969
"3415",3415,"Chelsea_Ward 3","Worcester_North",NA,NA,NA,-76.4362178664879,-73.5855343594694
"3416",3416,"Chelsea_Ward 3","Worcester_South",NA,NA,NA,-19.311886856097,1.51207960245174
"3417",3417,"Chelsea_Ward 4","Boston_Allston/Brighton",NA,NA,NA,72.2406000042242,107.754837631324
"3418",3418,"Chelsea_Ward 4","Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",NA,NA,NA,-4.94508480909274,-5.47136129046749
"3419",3419,"Chelsea_Ward 4","Boston_Charlestown",NA,NA,NA,-57.2818016864131,-57.0602846781899
"3420",3420,"Chelsea_Ward 4","Boston_Dorchester",NA,NA,NA,57.737812599653,178.03935262295
"3421",3421,"Chelsea_Ward 4","Boston_East Boston",NA,NA,NA,1157.68249918467,1827.96728505565
"3422",3422,"Chelsea_Ward 4","Boston_Fenway",NA,NA,NA,106.862897606756,148.924522830587
"3423",3423,"Chelsea_Ward 4","Boston_Hyde Park",NA,NA,NA,49.9594234043552,117.914163765258
"3424",3424,"Chelsea_Ward 4","Boston_Jamaica Plain",NA,NA,NA,11.6754378242542,30.7940485114641
"3425",3425,"Chelsea_Ward 4","Boston_Mattapan",0,0,0,-99.99984029218,-99.9997775460087
"3426",3426,"Chelsea_Ward 4","Boston_Roslindale",0,0,0,-99.9998776142964,-99.9995876784259
"3427",3427,"Chelsea_Ward 4","Boston_Roxbury",NA,NA,NA,25.3393793145215,61.0915182406749
"3428",3428,"Chelsea_Ward 4","Boston_South Boston",NA,NA,NA,-80.6377252311298,-80.9375337304755
"3429",3429,"Chelsea_Ward 4","Boston_South End",NA,NA,NA,-9.82163242267139,-10.1561133808713
"3430",3430,"Chelsea_Ward 4","Boston_West Roxbury",NA,NA,NA,-19.9023266257521,3.81308428923775
"3431",3431,"Chelsea_Ward 4","Brockton_Ward 1",0,0,0,-99.9998249983846,-99.9997596995274
"3432",3432,"Chelsea_Ward 4","Brockton_Ward 2",NA,NA,NA,-24.0744782706458,-21.5970233065218
"3433",3433,"Chelsea_Ward 4","Brockton_Ward 4",0,0,0,-99.9998202844441,-99.999750685002
"3434",3434,"Chelsea_Ward 4","Brockton_Ward 5",0,0,0,-99.99976104672,-99.9997013330121
"3435",3435,"Chelsea_Ward 4","Brockton_Ward 6",NA,NA,NA,-51.105868024008,-27.5305533276751
"3436",3436,"Chelsea_Ward 4","Brockton_Ward 7",NA,NA,NA,-41.8069091634662,-34.7302742050221
"3437",3437,"Chelsea_Ward 4","BRPC_Developing Suburbs",0,0,0,-99.9999102288604,-99.9992989409351
"3438",3438,"Chelsea_Ward 4","BRPC_Regional Urban Centers",0,0,0,-99.9999387782993,-99.9992858103136
"3439",3439,"Chelsea_Ward 4","BRPC_Rural Towns",0,0,0,-99.9998574418363,-99.9995882343383
"3440",3440,"Chelsea_Ward 4","Cambridge_All",NA,NA,NA,-40.9380052988817,-7.34860836875428
"3441",3441,"Chelsea_Ward 4","CCC_Developing Suburbs",0,0,0,-99.9998529541223,-99.999840101036
"3442",3442,"Chelsea_Ward 4","CCC_Maturing Suburbs",NA,NA,NA,-88.9223507655911,-57.2289034133772
"3443",3443,"Chelsea_Ward 4","CCC_Rural Towns",0,0,0,-99.9996703846365,-99.9998289171883
"3444",3444,"Chelsea_Ward 4","Chelsea_Ward 3",189,219,165,13585.7394847318,17071.7334086461
"3445",3445,"Chelsea_Ward 4","Chelsea_Ward 4",6935,7136,6768,NA,NA
"3446",3446,"Chelsea_Ward 4","CMRPC_Developing Suburbs",NA,NA,NA,-93.3578284993471,-80.629812540235
"3447",3447,"Chelsea_Ward 4","CMRPC_Regional Urban Centers",0,0,0,-99.9998801615705,-99.9997595255161
"3448",3448,"Chelsea_Ward 4","Everett_All",NA,NA,NA,816.01245882846,1189.54006839971
"3449",3449,"Chelsea_Ward 4","Fall River_Sector 1",NA,NA,NA,-31.5151204370338,6.00523428345614
"3450",3450,"Chelsea_Ward 4","Fall River_Sector 2",0,0,0,-99.9997689789246,-99.9996336598835
"3451",3451,"Chelsea_Ward 4","Fall River_Sector 5",0,0,0,-99.9995935032695,-99.9995153427524
"3452",3452,"Chelsea_Ward 4","Fall River_Sector 7",NA,NA,NA,-60.0099804787703,-45.2677163443485
"3453",3453,"Chelsea_Ward 4","Fall River_Sector 8",0,0,0,-99.9997092522748,-99.9996285224804
"3454",3454,"Chelsea_Ward 4","Fall River_Sector 9",0,0,0,-99.9997659483521,-99.9996899663119
"3455",3455,"Chelsea_Ward 4","Framingham_All",0,0,0,-99.9999453774434,-99.9998956970284
"3456",3456,"Chelsea_Ward 4","FRCOG_Developing Suburbs",0,0,0,-99.9999031711031,-99.9997413606827
"3457",3457,"Chelsea_Ward 4","FRCOG_Rural Towns",0,0,0,-99.9998895663194,-99.9997160261802
"3458",3458,"Chelsea_Ward 4","ICC_Inner Core",191,218,150,321.146815407442,477.83956491295
"3459",3459,"Chelsea_Ward 4","ICC_Maturing Suburbs",NA,NA,NA,92.5320367987794,213.116212766732
"3460",3460,"Chelsea_Ward 4","Lawrence_Ward A",NA,NA,NA,61.6631955309167,115.533873443771
"3461",3461,"Chelsea_Ward 4","Lawrence_Ward C",NA,NA,NA,-27.5069350971403,-2.11848667987696
"3462",3462,"Chelsea_Ward 4","Lawrence_Ward D",NA,NA,NA,49.3960800676055,108.980152526527
"3463",3463,"Chelsea_Ward 4","Lawrence_Ward E",NA,NA,NA,-37.3126813930156,-24.4332855238788
"3464",3464,"Chelsea_Ward 4","Lawrence_Ward F",0,0,0,-99.999639468299,-99.9995528542261
"3465",3465,"Chelsea_Ward 4","Lowell_Acre",NA,NA,NA,7.16619621931287,19.401556304328
"3466",3466,"Chelsea_Ward 4","Lowell_Centralville",NA,NA,NA,-45.5250495586432,-27.7257487923739
"3467",3467,"Chelsea_Ward 4","Lowell_Highlands",NA,NA,NA,-55.4913734438177,-39.4263558321488
"3468",3468,"Chelsea_Ward 4","Lowell_Lower Belvidere",NA,NA,NA,-75.4027332285505,-65.872111459984
"3469",3469,"Chelsea_Ward 4","Lowell_Lower Highlands",0,0,0,-99.9996510753465,-99.9995309388712
"3470",3470,"Chelsea_Ward 4","Lowell_Pawtucketville",NA,NA,NA,-46.4553906493744,-25.1605389628918
"3471",3471,"Chelsea_Ward 4","Lynn_Ward 1",NA,NA,NA,466.971423177254,734.750683574683
"3472",3472,"Chelsea_Ward 4","Lynn_Ward 3",NA,NA,NA,581.865035735747,814.868147389303
"3473",3473,"Chelsea_Ward 4","Lynn_Ward 4",NA,NA,NA,587.81288395827,640.282358537436
"3474",3474,"Chelsea_Ward 4","Lynn_Ward 5",NA,NA,NA,398.246235851606,544.703098241163
"3475",3475,"Chelsea_Ward 4","Lynn_Ward 7",NA,NA,NA,350.150505382277,548.376036116776
"3476",3476,"Chelsea_Ward 4","MAGIC_Developing Suburbs",0,0,0,-99.99993071795,-99.9998633916981
"3477",3477,"Chelsea_Ward 4","MAGIC_Maturing Suburbs",NA,NA,NA,-73.7903644857864,-42.1266355605343
"3478",3478,"Chelsea_Ward 4","Metrowest_Developing Suburbs",0,0,0,-99.9997636061961,-99.9998157973076
"3479",3479,"Chelsea_Ward 4","Metrowest_Maturing Suburbs",NA,NA,NA,-71.4240063551784,-46.5494494286666
"3480",3480,"Chelsea_Ward 4","Metrowest_Regional Urban Centers",NA,NA,NA,-38.2035435731133,1.77733699848186
"3481",3481,"Chelsea_Ward 4","MRPC_Developing Suburbs",NA,NA,NA,-78.7478810272207,-51.0424976645832
"3482",3482,"Chelsea_Ward 4","MRPC_Regional Urban Centers",NA,NA,NA,-92.5911538772379,-80.419167846761
"3483",3483,"Chelsea_Ward 4","MRPC_Rural Towns",NA,NA,NA,-58.5656620875978,-20.8028369619681
"3484",3484,"Chelsea_Ward 4","MVC_Developing Suburbs",0,0,0,-99.9998068570382,-99.9998623453075
"3485",3485,"Chelsea_Ward 4","MVPC_Developing Suburbs",NA,NA,NA,-73.0713058328265,-43.0790240357598
